,text,label
43,50대 남성  혈역학적 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
44,20대 남성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
45,50대 여성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
46,40대 여성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
47,10대 여성  급성/갑작스런 시력변화 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
48,40대 남성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
49,60대 이상 여성  혈역학적 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
50,30대 남성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
51,30대 남성  외상없이 저절로 멍듦 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
52,"50대 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
53,"20대 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
54,"40대 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
55,"20대 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
56,"20대 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
57,"40대 여성  석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
58,"10대 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
59,"30대 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
60,"10대 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
61,"20대 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
62,"60대 이상 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
63,10대 남성  명백한 피부손상 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
64,"60대 이상 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
65,"60대 이상 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
66,"60대 이상 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
67,20대 남성  중심체온 32-35℃ 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
68,60대 이상 남성  중증외상-관통상 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
69,"40대 남성  급성발병, 지속되는 증상 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
70,"60대 이상 여성  정상 활력징후, 위험수치 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
71,60대 이상 여성  이물질의 가능성 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
72,"50대 여성  고혈압(수축기혈압 200-220 그리고
이완기혈압 110-130) 고혈압 증상 동반 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
73,"40대 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
74,"40대 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
75,"30대 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
76,50대 여성  조절되는 행동 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
77,60대 이상 여성  갑자기 보행이 어려움 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
78,"50대 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
79,20대 여성  명백한 변형 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
80,20대 여성  비정상 맥박수/맥박압 (혈역학적으로 안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
81,60대 이상 여성  >3시간 또는 회복된 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
82,30대 여성  경증탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
83,30대 남성  이물질의 가능성 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
84,50대 여성  경증탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
85,"50대 여성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
86,"40대 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
87,"60대 이상 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
88,"30대 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
89,"20대 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
90,"10대 여성  동상없음, 정상 활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
91,"10대 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
92,"60대 이상 여성  객혈, 건강해보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
93,"10대 여성  우울함, 자살 생각은 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
94,30대 남성  국소성 염증 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
95,"30대 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
96,"50대 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
97,"40대 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
98,20대 여성  봉합 필요 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
99,"50대 남성  의료장비문제, 증상이나 불편함이 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
100,"40대 여성  눈충혈/분비물, 급성 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
101,"20대 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
102,"40대 여성  예측 FEV1 혹은 PEER이 60%이상인
알려진 천식(경증) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
103,"50대 남성  만성, 평상시에 비해 변화없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
104,40대 여성  만성 감각소실/이상감각 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
105,"40대 남성  석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
106,"40대 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
107,"10대 남성  석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
108,"20대 여성  예측 FEV1 혹은 PEER이 60%이상인
알려진 천식(경증) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
109,"60대 이상 남성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
110,60대 이상 남성  생식기의 분비물/피부병변 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
111,20대 남성  항문/직장 외상 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
112,"50대 여성  만성기침/코막힘, 정상 활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
113,20대 남성  요통 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
114,"60대 이상 여성  혹,돌기,굳은살 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
115,"50대 여성  치아/잇몸문제, 경증문제 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
116,60대 이상 여성  국소성 발진 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
117,60대 이상 남성  동상/냉손상 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
118,"20대 여성  만성 복부 종괴/팽만, 건강해 보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
119,30대 여성  전염성 질환에 노출 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
120,"10대 여성  경증 증상호소, 비특이적 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
121,60대 이상 남성  봉합 필요 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
122,40대 여성  만성 불면증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
123,"10대 남성  건강해보임, 열 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
124,60대 이상 여성  석고붕대 체크 또는 석고붕대 교환 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
125,50대 여성  상처확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
126,20대 여성  눈의 재확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
127,30대 남성  기타피부상태 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
128,"30대 남성  만성 구토/구역, 정상활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
129,20대 여성  안와주위 부종 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
130,10대 여성  눈의 재확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
131,20대 여성  코 울혈을 동반한 건초열 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
132,20대 여성  영상학적 검사 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
133,20대 여성  단순변비 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
134,"30대 여성  정상 활력징후, 위험수치는 아님 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
135,"40대 남성  혹,돌기,굳은살 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
136,50대 남성  상처확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
137,"20대 여성  경증 증상호소, 비특이적 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
138,10대 남성  요통 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
139,10대 남성  전문진료를 위해 의뢰된 사람 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
140,30대 여성  만성적인 환각으로 인한 경증의 불안/초조 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
141,"50대 남성  만성설사, 정상 활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
142,"30대 여성  만성 복부 종괴/팽만, 건강해 보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
143,60대 이상 남성  경증인 경우 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
144,10대 여성  생식기의 분비물/피부병변 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
145,60대 이상 남성  반지제거 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
146,"10대 남성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
147,20대 여성  드레싱교체 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
148,30대 여성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
149,10대 남성  만성 복시 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
150,"20대 남성  경증 증상호소, 비특이적 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
151,10대 여성  혈역학적 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
152,"50대 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
153,20대 남성  중증탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
154,"50대 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
155,30대 여성  경증인 경우 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
156,30대 남성  소양증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
157,40대 여성  코막힘/건초열 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
158,30대 남성  지속발기증 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
159,30대 여성  감염 가능성 확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
160,"10대 남성  만성 복부 종괴/팽만, 건강해 보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
161,40대 여성  경증탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
162,60대 이상 여성  태아의 일부분이 보이거나 탯줄 탈출 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
163,10대 여성  만성 불면증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
164,"60대 이상 여성  눈충혈/분비물, 만성 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
165,"10대 여성  전구증상 후 발병 또는 급격한
자세변화시 발병 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
166,"10대 남성  식욕부진, 건강해보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
167,30대 남성  코막힘/건초열 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
168,"20대 여성  열,면역억제 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.",2
169,"50대 여성  육체적 학대, 정신적 학대, 심각한
감정적 스트레스 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
170,"10대 남성  경증 증상호소, 비특이적 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
171,"10대 여성  자세변화에 의해 발생, 다른 신경학적
증상 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
172,10대 여성  경증 불안/초조 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
173,"30대 여성  딸국질, 만성, 힘들어 보이지 않음 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
174,"40대 여성  만성 복부 종괴/팽만, 건강해 보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
175,"40대 남성  동상없음, 정상 활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
176,10대 여성  <54mg/dl 증상 있음 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
177,"60대 이상 남성  석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
178,20대 여성  전문진료를 위해 의뢰된 사람 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
179,"20대 여성  손,발,얼굴,회음부 부위의 부분 2도
이상의 화상 증상을 보여 외부적으로 상태가 심각해 보입니다.",2
180,40대 남성  직장내 이물질 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
181,40대 여성  중등도 불안/초조 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
182,"10대 여성  건강해보임, 열 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
183,60대 이상 여성  싸움 또는 안전하지 않은 상황 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
184,10대 여성  고위험성 사고기전 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
185,20대 남성  체표면적 25% 이상의 중증 화상 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
186,10대 남성  사지의 신경혈관 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
187,40대 여성  혈역학적 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
188,"30대 남성  열(아파보임),<3 SIRS 기준 만족 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
189,"10대 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
190,60대 이상 남성  만성 감각소실/이상감각 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
191,"20대 여성  눈충혈/분비물, 만성 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
192,50대 여성  심정지(외상성) 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
193,40대 남성  만성 불면증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
194,10대 여성  도주의 가능성이나 안전에 대한 위험 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
195,20대 여성  국소성 염증 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
196,50대 남성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
197,50대 남성  심정지(비외상성) 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
198,"50대 여성  회복된 과다호흡증후군, 건강해보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
199,50대 남성  쏘임 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
200,"10대 여성  열(건강해보임), 1SIRS 기준만족(열) 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
201,40대 여성  운동 중 발생함 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
202,"30대 여성  비정상 맥박수/맥박압 (혈역학적으로
안정) 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
203,40대 여성  경증 인후통 ± 후두염 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
204,60대 이상 여성  중증탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
205,60대 이상 남성  눈의 재확인 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
206,60대 이상 남성  전염성 질환에 노출 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
207,"30대 남성  열,면역억제 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.",2
208,"60대 이상 여성  눈충혈/분비물, 급성 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
209,60대 이상 여성  스테이플/봉합사제거 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
210,40대 남성  커피찌꺼기 모양 구토/흑색변 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
211,60대 이상 여성  생리문제 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
212,30대 여성  만성 또는 반복적인 두통 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
213,"50대 남성  만성, 비급성 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
214,"10대 남성  심계항진 병력, 현재는 회복된 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
215,10대 남성  생식기의 분비물/피부병변 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
216,20대 여성  고위험성 사고기전 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
217,20대 여성  급성발병 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
218,50대 여성  눈부심 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
219,50대 여성  경증 인후통 ± 후두염 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
220,"20대 여성  식욕부진, 건강해보임 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
221,"20대 남성  의료장비문제, 증상이나 불편함이 없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",4
222,30대 여성  신경학적 손상 ±장과 방광의 기능장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
223,20대 남성  중증 탈수 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
224,50대 여성  새로운 국소적 신경학적 증상 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
225,60대 이상 여성  경증 찰과상 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
226,50대 남성  목쉰 소리와 언어장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
227,50대 여성  지금 발작 중 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
228,30대 남성  단순변비 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
229,50대 여성  음경부종 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
230,40대 여성  봉합이 필요한 열상 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
231,50대 여성  소양증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
232,20대 남성  대처하기 어려운 상태 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
233,60대 이상 남성  임신주수<20주 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
234,"50대 여성  혹,돌기,굳은살 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
235,50대 남성  소양증 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
236,30대 남성  <54mg/dl 무증상 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
237,50대 남성  중증 불안/초조 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
238,"20대 여성  석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
239,60대 이상 남성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
240,60대 이상 여성  패혈증 의증(3 SIRS 기준만족) 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
241,40대 남성  만성/점진적 시력장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
242,20대 여성  싸움 또는 안전하지 않은 상황 증상을 보여 외부적으로 상태가 심각해 보입니다.,1
243,50대 여성  급성/갑작스런 시력 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
244,"50대 여성  만성 구토/구역, 정상활력징후 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
245,10대 여성  경증 찰과상 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
246,20대 남성  적절한 지혈에도 멈추지 않는 코피 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
247,40대 남성  갑자기 보행이 어려움 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
248,50대 남성  점 발진 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
249,10대 여성  장기간의 척추고정 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
250,40대 남성  열 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
251,20대 남성  음순부종 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
252,"60대 이상 여성  저위험 노출, 속이 빈 주사바늘이
아닌경우 또는 저위험 감염원에서
액체가 튐 증상을 보여 외부적으로 상태가 심각해 보입니다.",3
253,"50대 여성  임신주수>20주, 태동없음/태아심음없음 증상을 보여 외부적으로 상태가 심각해 보입니다.",2
254,50대 남성  경증인 경우 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
255,"40대 여성  경증 증상호소, 비특이적 증상을 보여 외부적으로 상태가 심각해 보입니다.",5
256,30대 남성  점 발진 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
257,30대 여성  중증 불안/초조 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
258,50대 여성  신경학적 손상 ±장과 방광의 기능장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
259,10대 남성  처방전/투약문의 증상을 보여 외부적으로 상태가 심각해 보입니다.,5
260,20대 여성  다뇨증 증상을 보여 외부적으로 상태가 심각해 보입니다.,4
261,50대 여성  커피찌꺼기모양 구토/흑색변 증상을 보여 외부적으로 상태가 심각해 보입니다.,3
262,"20대 여성  혈중 글루코스<54mg/dl 이고 관련증상을
동반 증상을 보여 외부적으로 상태가 심각해 보입니다.",2
263,30대 남성  혈역학적 장애 증상을 보여 외부적으로 상태가 심각해 보입니다.,2
